"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"sona_surveycode";"c_0001";"c_0002";"c_0003";"c_0004";"js_onoff";"consent_participation";"sona_noid";"Alter";"Geschlecht";"Bildungsabschluss";"Berufsstatus";"Berufserfahrung";"ATTARI12_1";"ATTARI12_2";"ATTARI12_3";"ATTARI12_4";"ATTARI12_5";"ATTARI12_6";"ATTARI12_7";"ATTARI12_8";"ATTARI12_9";"ATTARI12_10";"ATTARI12_11";"ATTARI12_12";"GenKI_Erfahrung";"Akzeptanz_O1";"Akzeptanz_O2";"Akzeptanz_O3";"Akzeptanz_S1";"Akzeptanz_S2";"Akzeptanz_S3";"Attention_test";"v_114";"seriousness_check";"consent_data_usage";"browser";"referer";"device_type";"quota";"quota_assignment";"quota_rejected_id";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts6885738";"rts6885739";"rts6885741";"rts6885742";"rts6885743";"rts6901825";"rts6918916";"rts6918933";"rts6918959";"rts6918961";"rts6918972";"rts6918974";"rts6918975";"rts6918979"
"215";"0";"0";"31";"6885744";"-77";"681";"0";"4";"1";"1";"extern";"1";"1";"-77";"54";"2";"5";"2";"5";"4";"2";"4";"1";"4";"5";"3";"2";"4";"2";"4";"1";"1";"-77";"-77";"-77";"2";"1";"1";"3";"2";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6885743,6885744";"0";"1";"0";"-77";"-77";"0d9ec14c887ff2dfe42e14727d747850";"1";"0";"1736086955";"2025-01-05 14:22:35";"2025-01-05 14:33:56";"0000-00-00 00:00:00";"0";"9";"0";"669";"681";"104";"164";"581";"612";"230";"634";"189";"210";"654"
"200";"0";"0";"31";"6885744";"-77";"353";"0";"1";"0";"0";"extern";"1";"1";"-77";"59";"2";"5";"2";"5";"3";"3";"4";"2";"2";"3";"3";"2";"3";"4";"3";"1";"3";"5";"3";"2";"-77";"-77";"-77";"3";"1";"1";"1";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36 EdgA/131.0.0.0";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6885743,6885744";"1";"1";"0";"-77";"-77";"1d78447eb9bdb82336eb1848cb542288";"1";"0";"1736081479";"2025-01-05 12:51:19";"2025-01-05 12:57:12";"0000-00-00 00:00:00";"0";"95";"0";"345";"353";"125";"163";"249";"292";"242";"301";"190";"220";"328"
"201";"0";"0";"31";"6885744";"-77";"346";"0";"2";"0";"1";"extern";"1";"1";"-77";"57";"2";"5";"2";"5";"4";"3";"3";"3";"4";"1";"2";"3";"2";"3";"3";"3";"1";"1";"1";"5";"-77";"-77";"-77";"3";"1";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6885742,6885742,6885742,6885742,6885742,6885743,6885744";"0";"0";"0";"-77";"-77";"40bf5e7c42786fdfd425211fe47bae76";"1";"0";"1736081692";"2025-01-05 12:54:52";"2025-01-05 13:00:38";"0000-00-00 00:00:00";"0";"40";"0";"341";"346";"76";"117";"236";"268";"198";"287";"156";"188";"309"
"202";"0";"0";"31";"6885744";"-77";"291";"0";"3";"1";"0";"extern";"1";"1";"-77";"33";"2";"4";"2";"5";"4";"2";"4";"2";"4";"5";"2";"3";"2";"3";"4";"1";"4";"-77";"-77";"-77";"4";"4";"4";"3";"2";"1";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/131.0.2903.125 Version/18.0 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6885743,6885744";"0";"1";"0";"-77";"-77";"7be0d4db047faaba19d9034e822f28c2";"1";"0";"1736082895";"2025-01-05 13:14:55";"2025-01-05 13:19:46";"0000-00-00 00:00:00";"0";"10";"0";"282";"291";"89";"138";"222";"240";"215";"250";"172";"196";"268"
"203";"0";"0";"31";"6885744";"-77";"234";"0";"4";"1";"1";"extern";"1";"1";"-77";"70";"2";"6";"2";"5";"3";"2";"3";"4";"4";"4";"4";"4";"1";"3";"2";"3";"1";"-77";"-77";"-77";"2";"2";"3";"2";"2";"1";"1";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6885743,6885744";"1";"0";"0";"-77";"-77";"3429906fb65e529d3ec46afa9d7bbf13";"1";"0";"1736083086";"2025-01-05 13:18:06";"2025-01-05 13:22:00";"0000-00-00 00:00:00";"0";"13";"0";"230";"234";"42";"81";"165";"194";"150";"209";"103";"135";"219"
"205";"0";"0";"31";"6885744";"-77";"244";"0";"2";"0";"1";"extern";"1";"1";"-77";"46";"1";"5";"2";"5";"3";"2";"5";"2";"4";"4";"3";"2";"4";"2";"3";"2";"3";"5";"4";"4";"-77";"-77";"-77";"3";"1";"1";"1";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/27.0 Chrome/125.0.0.0 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6885743,6885744";"1";"0";"0";"-77";"-77";"9eff3d8dc1b07521582d42cfd8f44d08";"1";"0";"1736083320";"2025-01-05 13:22:00";"2025-01-05 13:26:04";"0000-00-00 00:00:00";"0";"12";"0";"238";"244";"42";"62";"136";"188";"114";"195";"75";"92";"206"
"206";"0";"0";"31";"6885744";"-77";"253";"0";"3";"1";"0";"extern";"1";"1";"-77";"45";"1";"5";"2";"5";"4";"2";"4";"3";"4";"4";"2";"2";"3";"2";"3";"2";"3";"-77";"-77";"-77";"4";"4";"4";"3";"2";"1";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6885743,6885744";"1";"1";"0";"-77";"-77";"5502583f0dacd94846144d9d160ca117";"1";"0";"1736083618";"2025-01-05 13:26:58";"2025-01-05 13:31:11";"0000-00-00 00:00:00";"0";"11";"0";"249";"253";"31";"53";"142";"176";"133";"185";"68";"120";"225"
"207";"0";"0";"31";"6885744";"-77";"450";"0";"4";"1";"1";"extern";"1";"1";"-77";"57";"2";"4";"2";"5";"4";"4";"4";"2";"3";"4";"2";"4";"4";"1";"2";"2";"2";"-77";"-77";"-77";"2";"1";"2";"4";"2";"1";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1 Mobile/15E148 Safari/604.1 Ddg/18.1";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6885743,6885744";"1";"1";"0";"-77";"-77";"9b190e6f64f8e54158359785c6527166";"1";"0";"1736083900";"2025-01-05 13:31:40";"2025-01-05 13:39:10";"0000-00-00 00:00:00";"0";"32";"0";"442";"450";"82";"158";"308";"359";"258";"380";"185";"227";"409"
"208";"0";"0";"31";"6885744";"-77";"176";"0";"1";"0";"0";"extern";"1";"1";"-77";"27";"1";"5";"2";"3";"4";"1";"5";"2";"4";"4";"2";"1";"3";"2";"3";"1";"3";"5";"5";"2";"-77";"-77";"-77";"3";"1";"1";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6885743,6885744";"1";"0";"0";"-77";"-77";"71e0855a8f86b1f53cdefaaca02bc26b";"1";"0";"1736083965";"2025-01-05 13:32:45";"2025-01-05 13:35:41";"0000-00-00 00:00:00";"0";"17";"0";"172";"176";"38";"57";"112";"137";"108";"145";"69";"89";"157"
"210";"0";"0";"31";"6885744";"-77";"462";"0";"3";"1";"0";"extern";"1";"1";"-77";"44";"1";"5";"2";"5";"4";"2";"4";"2";"4";"4";"2";"4";"4";"2";"4";"2";"4";"-77";"-77";"-77";"4";"4";"4";"4";"2";"1";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 18_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6885743,6885744";"1";"0";"0";"-77";"-77";"ea3356fcc78095957a11a4059d1b5556";"1";"0";"1736084390";"2025-01-05 13:39:50";"2025-01-05 13:47:32";"0000-00-00 00:00:00";"0";"34";"0";"451";"462";"161";"237";"340";"370";"328";"390";"260";"284";"428"
"211";"0";"0";"31";"6885744";"-77";"353";"0";"4";"1";"1";"extern";"1";"1";"-77";"60";"2";"3";"1";"5";"4";"4";"4";"3";"2";"2";"4";"3";"2";"3";"2";"3";"2";"-77";"-77";"-77";"4";"2";"2";"2";"1";"1";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6885743,6885744";"0";"1";"0";"-77";"-77";"615278634007f688fad99489a2ec6ef5";"1";"0";"1736084952";"2025-01-05 13:49:12";"2025-01-05 13:55:05";"0000-00-00 00:00:00";"0";"30";"0";"346";"353";"72";"121";"236";"278";"219";"296";"155";"211";"326"
"212";"0";"0";"31";"6885744";"-77";"300";"0";"1";"0";"0";"extern";"1";"1";"-77";"20";"2";"4";"4";"2";"3";"2";"4";"3";"3";"4";"2";"4";"4";"2";"2";"2";"3";"4";"5";"2";"-77";"-77";"-77";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6885743,6885744";"0";"1";"0";"-77";"-77";"0157e201e48b1c06c45c28f3e5025fd0";"1";"0";"1736085542";"2025-01-05 13:59:02";"2025-01-05 14:04:02";"0000-00-00 00:00:00";"0";"29";"0";"292";"300";"51";"81";"180";"211";"172";"235";"101";"139";"272"
"213";"0";"0";"31";"6885744";"-77";"231";"0";"2";"0";"1";"extern";"1";"1";"-77";"51";"2";"4";"2";"5";"2";"3";"4";"3";"3";"2";"3";"2";"3";"3";"2";"2";"3";"4";"3";"2";"-77";"-77";"-77";"3";"1";"1";"1";"Mozilla/5.0 (Android 14; Mobile; rv:133.0) Gecko/133.0 Firefox/133.0";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6885743,6885744";"0";"0";"0";"-77";"-77";"6f83cf6184900a5a438d5bca8c1e663c";"1";"0";"1736085934";"2025-01-05 14:05:34";"2025-01-05 14:09:25";"0000-00-00 00:00:00";"0";"21";"0";"225";"231";"46";"74";"157";"186";"133";"198";"97";"126";"210"
"214";"0";"0";"31";"6885744";"-77";"340";"0";"3";"1";"0";"extern";"1";"1";"-77";"64";"2";"4";"2";"5";"3";"1";"5";"3";"5";"3";"1";"1";"5";"1";"5";"1";"5";"-77";"-77";"-77";"5";"5";"5";"3";"1";"1";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/133.4  Mobile/15E148 Safari/605.1.15";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6885743,6885744";"1";"1";"0";"-77";"-77";"faeeebaadc058679f418e120bd4cd145";"1";"0";"1736086791";"2025-01-05 14:19:51";"2025-01-05 14:25:31";"0000-00-00 00:00:00";"0";"20";"0";"331";"340";"76";"123";"248";"280";"229";"294";"155";"209";"311"
"216";"0";"0";"31";"6885744";"-77";"364";"0";"1";"0";"0";"extern";"1";"1";"-77";"27";"1";"5";"4";"2";"4";"2";"4";"2";"5";"4";"2";"1";"4";"2";"4";"2";"2";"5";"4";"4";"-77";"-77";"-77";"3";"1";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6885743,6885744";"0";"0";"0";"-77";"-77";"57e72fbf446a11168dd3b187af688524";"1";"0";"1736087454";"2025-01-05 14:30:54";"2025-01-05 14:36:58";"0000-00-00 00:00:00";"0";"22";"0";"358";"364";"67";"90";"248";"287";"189";"311";"116";"146";"336"
"217";"0";"0";"31";"6885744";"-77";"338";"0";"2";"0";"1";"extern";"1";"1";"-77";"60";"1";"5";"2";"5";"3";"3";"4";"2";"4";"3";"2";"4";"4";"2";"2";"2";"3";"4";"4";"3";"-77";"-77";"-77";"4";"1";"1";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.154 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6885743,6885744";"0";"1";"0";"-77";"-77";"0da05df667c73834906e60c7e9bb74ca";"1";"0";"1736087749";"2025-01-05 14:35:49";"2025-01-05 14:41:27";"0000-00-00 00:00:00";"0";"17";"0";"330";"338";"60";"110";"234";"270";"195";"284";"142";"168";"313"
"218";"0";"0";"31";"6885744";"-77";"669";"0";"3";"1";"0";"extern";"1";"1";"-77";"58";"1";"5";"2";"5";"3";"4";"4";"3";"2";"4";"3";"4";"2";"4";"2";"3";"2";"-77";"-77";"-77";"1";"1";"1";"3";"2";"1";"1";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6885743,6885744";"1";"1";"0";"-77";"-77";"4557937574de5ffe20ec3e4546f0b730";"1";"0";"1736088343";"2025-01-05 14:45:43";"2025-01-05 14:56:52";"0000-00-00 00:00:00";"0";"127";"0";"645";"669";"225";"344";"515";"558";"496";"576";"389";"439";"602"
"220";"0";"0";"31";"6885744";"-77";"384";"0";"1";"0";"0";"extern";"1";"1";"-77";"52";"2";"5";"2";"5";"4";"2";"5";"1";"5";"4";"2";"3";"4";"2";"5";"1";"4";"4";"5";"4";"-77";"-77";"-77";"3";"1";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6885743,6885744";"1";"1";"0";"-77";"-77";"4556db8e656f1637dbf9294b1efc60ab";"1";"0";"1736089314";"2025-01-05 15:01:54";"2025-01-05 15:08:18";"0000-00-00 00:00:00";"0";"32";"0";"368";"384";"65";"131";"252";"285";"239";"312";"165";"199";"338"
"222";"0";"0";"31";"6885744";"-77";"571";"0";"3";"1";"0";"extern";"1";"1";"-77";"56";"2";"5";"2";"5";"2";"2";"5";"2";"5";"4";"2";"1";"3";"1";"3";"1";"1";"-77";"-77";"-77";"2";"2";"2";"3";"1";"1";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/131.0.2903.125 Version/18.0 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6885743,6885744";"0";"1";"0";"-77";"-77";"ee529b022195ce8688c66b73c8b6e111";"1";"0";"1736089648";"2025-01-05 15:07:28";"2025-01-05 15:16:59";"0000-00-00 00:00:00";"0";"58";"0";"561";"571";"109";"216";"367";"432";"350";"476";"267";"314";"536"
"224";"0";"0";"31";"6885744";"-77";"619";"0";"1";"0";"0";"extern";"1";"1";"-77";"52";"1";"5";"2";"5";"5";"1";"5";"2";"5";"3";"1";"1";"5";"3";"3";"1";"2";"5";"4";"4";"-77";"-77";"-77";"2";"1";"1";"1";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36 EdgA/131.0.0.0";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6885743,6885744";"0";"0";"0";"-77";"-77";"b31199fa72a05f856506e98b34fc430f";"1";"0";"1736091641";"2025-01-05 15:40:41";"2025-01-05 15:51:00";"0000-00-00 00:00:00";"0";"53";"0";"609";"619";"108";"239";"423";"503";"406";"545";"299";"361";"579"
"225";"0";"0";"31";"6885744";"-77";"390";"0";"2";"0";"1";"extern";"1";"1";"-77";"58";"1";"3";"2";"5";"3";"4";"4";"4";"4";"4";"2";"4";"3";"3";"3";"3";"1";"4";"4";"4";"-77";"-77";"-77";"2";"1";"1";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 18_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6885743,6885744";"1";"1";"0";"-77";"-77";"09ff41b406d369f95a6f0aa3aac0ff32";"1";"0";"1736092003";"2025-01-05 15:46:43";"2025-01-05 15:53:13";"0000-00-00 00:00:00";"0";"74";"0";"383";"390";"113";"156";"305";"329";"235";"344";"184";"207";"370"
"227";"0";"0";"31";"6885744";"-77";"273";"0";"4";"1";"1";"extern";"1";"1";"-77";"27";"2";"5";"2";"5";"4";"2";"4";"2";"4";"3";"2";"2";"4";"2";"1";"1";"1";"-77";"-77";"-77";"3";"3";"4";"5";"2";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6885743,6885744";"1";"1";"0";"-77";"-77";"49e6a761db511c993a5129448e4817c1";"1";"0";"1736095002";"2025-01-05 16:36:42";"2025-01-05 16:41:15";"0000-00-00 00:00:00";"0";"11";"0";"267";"273";"58";"84";"172";"201";"145";"222";"100";"132";"250"
"228";"0";"0";"31";"6885744";"-77";"370";"0";"1";"0";"0";"extern";"1";"1";"-77";"57";"2";"4";"2";"5";"4";"1";"5";"2";"5";"4";"1";"2";"4";"1";"5";"1";"5";"5";"4";"4";"-77";"-77";"-77";"3";"1";"1";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Safari/605.1.15";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6885743,6885744";"0";"1";"0";"-77";"-77";"51108245ebf4d1044b383de6e475598f";"1";"0";"1736095670";"2025-01-05 16:47:50";"2025-01-05 16:54:00";"0000-00-00 00:00:00";"0";"60";"0";"357";"370";"103";"156";"261";"291";"249";"311";"183";"217";"337"
"230";"0";"0";"31";"6885744";"-77";"464";"0";"3";"1";"0";"extern";"1";"1";"-77";"56";"2";"4";"2";"5";"3";"2";"5";"3";"4";"4";"2";"3";"3";"3";"4";"1";"2";"-77";"-77";"-77";"3";"4";"2";"3";"2";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6885743,6885744";"0";"0";"0";"-77";"-77";"64d51062e4e0c457173eb584baaccf81";"1";"0";"1736098115";"2025-01-05 17:28:35";"2025-01-05 17:36:19";"0000-00-00 00:00:00";"0";"25";"0";"452";"464";"73";"123";"229";"352";"212";"394";"153";"200";"429"
"231";"0";"0";"31";"6885744";"-77";"309";"0";"4";"1";"1";"extern";"1";"1";"-77";"49";"2";"5";"2";"5";"4";"2";"4";"2";"3";"4";"3";"4";"3";"3";"4";"2";"3";"-77";"-77";"-77";"3";"2";"2";"3";"2";"1";"1";"Mozilla/5.0 (Android 12; Mobile; rv:133.0) Gecko/133.0 Firefox/133.0";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6885743,6885744";"1";"1";"0";"-77";"-77";"ee0d64a988fbf0cc73df01dbdbdd639a";"1";"0";"1736099625";"2025-01-05 17:53:45";"2025-01-05 17:58:54";"0000-00-00 00:00:00";"0";"17";"0";"304";"309";"40";"79";"192";"240";"152";"268";"103";"127";"287"
"232";"0";"0";"31";"6885744";"-77";"150";"0";"1";"0";"0";"extern";"1";"1";"-77";"30";"1";"5";"2";"5";"4";"3";"4";"3";"4";"4";"2";"4";"4";"2";"3";"2";"3";"4";"4";"3";"-77";"-77";"-77";"3";"1";"1";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6885743,6885744";"1";"1";"0";"-77";"-77";"09e890991f6126d342f297fa727eb3f4";"1";"0";"1736100272";"2025-01-05 18:04:32";"2025-01-05 18:07:02";"0000-00-00 00:00:00";"0";"8";"0";"145";"150";"29";"45";"95";"108";"91";"124";"55";"70";"136"
"233";"0";"0";"31";"6885744";"-77";"1256";"0";"2";"0";"1";"extern";"1";"1";"-77";"22";"2";"4";"3";"3";"5";"1";"3";"1";"3";"2";"2";"2";"4";"1";"3";"1";"4";"5";"2";"4";"-77";"-77";"-77";"3";"1";"1";"1";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6885743,6885744";"0";"0";"0";"-77";"-77";"60518fe18a0097b0360e8004a8864dc8";"1";"0";"1736102347";"2025-01-05 18:39:07";"2025-01-05 19:00:03";"0000-00-00 00:00:00";"0";"81";"0";"1240";"1256";"127";"407";"917";"1058";"869";"1136";"609";"816";"1198"
"234";"0";"0";"31";"6885744";"-77";"1031";"0";"3";"1";"0";"extern";"1";"1";"-77";"18";"1";"3";"1";"1";"4";"1";"3";"1";"3";"2";"2";"3";"4";"2";"3";"1";"3";"-77";"-77";"-77";"1";"4";"3";"3";"2";"1";"1";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36 (Ecosia android@119.0.0.0)";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6885743,6885744";"0";"0";"0";"-77";"-77";"bed7455d9be6fda346be1b87f64973e7";"1";"0";"1736102572";"2025-01-05 18:42:52";"2025-01-05 19:00:03";"0000-00-00 00:00:00";"0";"16";"0";"1011";"1031";"99";"177";"663";"862";"644";"900";"383";"592";"958"
"236";"0";"0";"31";"6997800";"-77";"81";"0";"1";"0";"0";"extern";"1";"1";"-77";"51";"2";"5";"2";"5";"5";"1";"5";"1";"5";"5";"5";"1";"4";"1";"4";"1";"4";"5";"5";"5";"-77";"-77";"-77";"3";"1";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6997800";"0";"1";"0";"-77";"-77";"2f301cdb8ed02e2d0f726876a0c24993";"1";"0";"1736106153";"2025-01-05 19:42:33";"2025-01-05 19:43:54";"0000-00-00 00:00:00";"0";"5";"0";"81";"0";"25";"35";"63";"68";"61";"72";"46";"58";"75"
"237";"0";"0";"31";"6997800";"-77";"101";"0";"2";"0";"1";"extern";"1";"1";"-77";"32";"1";"4";"2";"4";"3";"3";"3";"3";"3";"3";"3";"2";"3";"3";"3";"2";"2";"5";"4";"5";"-77";"-77";"-77";"3";"1";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6885739,6885740,6980178,6901825,6918916,6918974,6918975,6918961,6918933,6918959,6918972,6918979,6885742,6997799,6997800";"0";"1";"0";"-77";"-77";"8267d76d8e903fdd572ce18552a85002";"1";"0";"1736106312";"2025-01-05 19:45:12";"2025-01-05 19:46:53";"0000-00-00 00:00:00";"0";"4";"0";"101";"0";"22";"35";"69";"86";"65";"89";"46";"61";"93"
